epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,156964,2.27323,3.81813,0.00699,0.74617,0.07434,0.11524,0.04328,1.64137,7.9696,0.00692,0.000212875,0.000212875,0.000212875
17,157126,2.25389,3.74839,0.00693,0.72431,0.06324,0.1197,0.04446,1.62569,7.95305,0.00684,0.0002104,0.0002104,0.0002104
18,157295,2.22744,3.68203,0.00651,0.56076,0.09912,0.10691,0.04448,1.6288,7.89472,0.0069,0.000207925,0.000207925,0.000207925
19,157464,2.27034,3.58437,0.00633,0.60162,0.10295,0.11523,0.04655,1.61971,7.76833,0.0068,0.00020545,0.00020545,0.00020545
20,157628,2.25686,3.66971,0.00657,0.56883,0.14129,0.14769,0.06076,1.62891,7.6405,0.00695,0.000202975,0.000202975,0.000202975
21,157795,2.27595,3.552,0.00654,0.62824,0.14011,0.13019,0.05338,1.63845,7.61935,0.0071,0.0002005,0.0002005,0.0002005
22,157955,2.20579,3.51511,0.00663,0.63672,0.08997,0.13212,0.05409,1.62194,7.58162,0.00693,0.000198025,0.000198025,0.000198025
23,158130,2.22281,3.47245,0.00631,0.60327,0.09138,0.13078,0.05394,1.62879,7.54878,0.00688,0.00019555,0.00019555,0.00019555
24,158299,2.21369,3.52422,0.0066,0.57379,0.10213,0.13481,0.05871,1.58054,7.50884,0.00675,0.000193075,0.000193075,0.000193075
25,158456,2.13023,3.46479,0.0065,0.56631,0.12117,0.16498,0.07489,1.56529,7.47253,0.00672,0.0001906,0.0001906,0.0001906
26,158626,2.20329,3.32842,0.00651,0.57263,0.12199,0.16255,0.07295,1.58195,7.44715,0.00679,0.000188125,0.000188125,0.000188125
27,158810,2.1581,3.37216,0.00657,0.56449,0.12647,0.16326,0.07514,1.5886,7.37581,0.00695,0.00018565,0.00018565,0.00018565
28,158991,2.18322,3.42294,0.00642,0.54145,0.11599,0.17403,0.07931,1.55253,7.31775,0.0068,0.000183175,0.000183175,0.000183175
29,159149,2.16048,3.26288,0.00648,0.45783,0.12202,0.15017,0.06362,1.60347,7.2239,0.0069,0.0001807,0.0001807,0.0001807
30,159317,2.19112,3.24392,0.00642,0.48446,0.13247,0.15361,0.07038,1.57667,7.10419,0.00669,0.000178225,0.000178225,0.000178225
31,159481,2.1913,3.21611,0.00658,0.49001,0.12658,0.15462,0.07541,1.56746,6.98937,0.00668,0.00017575,0.00017575,0.00017575
32,159647,2.15675,3.24217,0.00649,0.45509,0.11798,0.15077,0.06795,1.60032,6.94097,0.00691,0.000173275,0.000173275,0.000173275
33,159816,2.13698,3.12097,0.00621,0.4909,0.12501,0.14793,0.06573,1.58033,6.82588,0.00682,0.0001708,0.0001708,0.0001708
34,159977,2.12398,3.2553,0.0066,0.49033,0.12313,0.15281,0.06905,1.5709,6.80593,0.00675,0.000168325,0.000168325,0.000168325
35,160142,2.14859,3.24798,0.00667,0.50479,0.12347,0.1548,0.06866,1.5877,6.78578,0.00683,0.00016585,0.00016585,0.00016585
36,160313,2.15467,3.07985,0.00612,0.48956,0.14348,0.19499,0.09148,1.54243,6.69675,0.00667,0.000163375,0.000163375,0.000163375
37,160480,2.15847,3.17058,0.00619,0.44797,0.17803,0.2048,0.09715,1.55789,6.63681,0.0068,0.0001609,0.0001609,0.0001609
38,160625,2.15672,3.15782,0.00645,0.46813,0.17087,0.20843,0.09425,1.56029,6.59344,0.00678,0.000158425,0.000158425,0.000158425
39,160766,2.17909,3.07774,0.00632,0.49125,0.16005,0.21601,0.09865,1.54614,6.52705,0.00672,0.00015595,0.00015595,0.00015595
40,160940,2.13448,3.01394,0.00609,0.48048,0.15307,0.20778,0.0955,1.52142,6.47144,0.00641,0.000153475,0.000153475,0.000153475
41,161112,2.12287,3.11013,0.00627,0.49524,0.14315,0.21235,0.10032,1.56425,6.4726,0.00677,0.000151,0.000151,0.000151
42,161280,2.14843,3.04586,0.00632,0.46226,0.16293,0.2129,0.09932,1.58307,6.4325,0.00672,0.000148525,0.000148525,0.000148525
43,161475,2.1363,3.08744,0.00638,0.44524,0.16853,0.21587,0.10796,1.55222,6.33014,0.00651,0.00014605,0.00014605,0.00014605
44,161634,2.16267,2.99976,0.0062,0.44338,0.16563,0.21328,0.10442,1.5602,6.25734,0.00671,0.000143575,0.000143575,0.000143575
45,161775,2.09447,2.9294,0.00609,0.50594,0.18287,0.19921,0.0973,1.54293,6.17649,0.00673,0.0001411,0.0001411,0.0001411
46,161939,2.14774,3.09338,0.00629,0.5442,0.15926,0.1997,0.09794,1.53349,6.15709,0.00672,0.000138625,0.000138625,0.000138625
47,162122,2.15134,2.9093,0.00643,0.54177,0.15762,0.22066,0.10918,1.54994,6.15373,0.0067,0.00013615,0.00013615,0.00013615
48,162306,2.08538,2.98264,0.00594,0.52502,0.16513,0.22502,0.11294,1.53274,6.12265,0.00657,0.000133675,0.000133675,0.000133675
49,162477,2.15146,2.93572,0.00615,0.49293,0.1709,0.22283,0.11302,1.55395,6.10591,0.00654,0.0001312,0.0001312,0.0001312
50,162668,2.13864,2.9284,0.00612,0.49983,0.17085,0.23201,0.11832,1.57824,6.13216,0.0067,0.000128725,0.000128725,0.000128725
51,162852,2.11608,2.90182,0.00622,0.49358,0.17046,0.24097,0.12976,1.55536,6.04649,0.00649,0.00012625,0.00012625,0.00012625
52,163034,2.12312,2.93989,0.00617,0.51293,0.1737,0.24531,0.1259,1.54839,6.04276,0.00649,0.000123775,0.000123775,0.000123775
53,163205,2.10965,2.91814,0.00607,0.50019,0.17361,0.25041,0.12853,1.55776,6.01296,0.00667,0.0001213,0.0001213,0.0001213
54,163376,2.14096,2.85742,0.00632,0.50411,0.16694,0.2474,0.12562,1.55772,5.99443,0.00668,0.000118825,0.000118825,0.000118825
55,163551,2.10935,2.8343,0.00647,0.49642,0.18001,0.24624,0.1247,1.54241,5.93253,0.0066,0.00011635,0.00011635,0.00011635
56,163720,2.08135,2.89179,0.00629,0.5034,0.17621,0.2437,0.12509,1.53967,5.90052,0.00655,0.000113875,0.000113875,0.000113875
57,163883,2.07598,2.85279,0.00616,0.50807,0.17818,0.24839,0.12872,1.52219,5.84021,0.00638,0.0001114,0.0001114,0.0001114
58,164045,2.09295,2.85154,0.00637,0.53416,0.18108,0.27297,0.14618,1.51057,5.85174,0.00636,0.000108925,0.000108925,0.000108925
59,164210,2.0906,2.87877,0.00603,0.52368,0.1856,0.26264,0.13468,1.53998,5.80073,0.00667,0.00010645,0.00010645,0.00010645
60,164371,2.07193,2.81431,0.00644,0.50878,0.18017,0.26076,0.1297,1.54822,5.71965,0.00673,0.000103975,0.000103975,0.000103975
61,164533,2.0841,2.87328,0.00617,0.4558,0.20891,0.26051,0.13105,1.5458,5.66469,0.00657,0.0001015,0.0001015,0.0001015
62,164698,2.11013,2.8246,0.0062,0.4512,0.21165,0.26279,0.13701,1.5405,5.61297,0.00646,9.9025e-05,9.9025e-05,9.9025e-05
63,164859,2.0985,2.87705,0.00619,0.52168,0.16923,0.25698,0.13406,1.53374,5.62145,0.00645,9.655e-05,9.655e-05,9.655e-05
64,165037,2.07431,2.75235,0.00608,0.50705,0.17026,0.25624,0.13188,1.54152,5.64084,0.00644,9.4075e-05,9.4075e-05,9.4075e-05
65,165211,2.10085,2.78112,0.006,0.55308,0.16984,0.25624,0.13286,1.52382,5.66607,0.00641,9.16e-05,9.16e-05,9.16e-05
66,165404,2.12357,2.7558,0.00592,0.52064,0.18161,0.25813,0.13619,1.51811,5.60473,0.00643,8.9125e-05,8.9125e-05,8.9125e-05
67,165587,2.09196,2.788,0.00584,0.52428,0.1884,0.25826,0.1302,1.53369,5.6051,0.00647,8.665e-05,8.665e-05,8.665e-05
68,165760,2.13204,2.91356,0.00621,0.52588,0.17741,0.2565,0.12849,1.53768,5.61941,0.00656,8.4175e-05,8.4175e-05,8.4175e-05
69,165925,2.09564,2.6965,0.00557,0.54302,0.16901,0.25954,0.13142,1.52414,5.54901,0.00651,8.17e-05,8.17e-05,8.17e-05
70,166091,2.08373,2.7526,0.00658,0.56224,0.1648,0.26738,0.13885,1.52152,5.48593,0.0064,7.9225e-05,7.9225e-05,7.9225e-05
71,166262,2.11244,2.67212,0.00588,0.50341,0.21207,0.26676,0.13402,1.54203,5.47637,0.0065,7.675e-05,7.675e-05,7.675e-05
72,166432,2.10409,2.82242,0.00639,0.55466,0.17234,0.2692,0.1356,1.53561,5.48558,0.00646,7.4275e-05,7.4275e-05,7.4275e-05
73,166596,2.07336,2.61709,0.00583,0.53273,0.21467,0.27158,0.13732,1.53046,5.44482,0.00643,7.18e-05,7.18e-05,7.18e-05
74,166756,2.06374,2.66035,0.00588,0.52784,0.23026,0.27342,0.13906,1.53368,5.38579,0.00644,6.9325e-05,6.9325e-05,6.9325e-05
75,166916,2.06833,2.73966,0.00603,0.54321,0.21232,0.27486,0.13915,1.52674,5.40773,0.00644,6.685e-05,6.685e-05,6.685e-05
76,167074,2.11204,2.71145,0.00598,0.53043,0.22074,0.27285,0.13604,1.54891,5.42468,0.00663,6.4375e-05,6.4375e-05,6.4375e-05
77,167240,2.0927,2.65689,0.00608,0.52816,0.2328,0.27514,0.13423,1.55504,5.38741,0.00661,6.19e-05,6.19e-05,6.19e-05
78,167406,2.11858,2.67182,0.006,0.52648,0.2303,0.27354,0.13504,1.5447,5.35383,0.00649,5.9425e-05,5.9425e-05,5.9425e-05
