epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,22443.9,2.18525,2.84521,0.00578,0.37116,0.25826,0.23258,0.11878,1.81728,2.65531,0.0076,0.000260517,0.000260517,0.000260517
47,22603.9,2.09487,2.89904,0.00672,0.41082,0.24758,0.23716,0.114,1.83418,2.63754,0.00812,0.000259951,0.000259951,0.000259951
48,22761.8,2.15784,2.87245,0.0065,0.40973,0.23592,0.22551,0.10995,1.82452,2.64832,0.00796,0.000259385,0.000259385,0.000259385
49,22924.3,2.09521,2.8041,0.00618,0.53017,0.20038,0.28829,0.14477,1.82051,2.65629,0.00774,0.000258819,0.000258819,0.000258819
50,23082.6,2.15082,2.79339,0.00619,0.46211,0.25745,0.24912,0.12727,1.83369,2.62813,0.0077,0.000258252,0.000258252,0.000258252
51,23259.5,2.20499,2.83094,0.0065,0.41176,0.21923,0.20533,0.10501,1.84263,2.63408,0.00771,0.000257686,0.000257686,0.000257686
52,23465.7,2.08886,2.89196,0.00633,0.43767,0.23176,0.18878,0.09422,1.88048,2.60172,0.00795,0.00025712,0.00025712,0.00025712
53,23673.4,2.07621,2.67845,0.0061,0.46819,0.22465,0.21297,0.10827,1.8519,2.52812,0.00785,0.000256553,0.000256553,0.000256553
54,23879.2,2.01626,2.98747,0.00701,0.46608,0.21532,0.20693,0.10773,1.8485,2.51117,0.00787,0.000255987,0.000255987,0.000255987
55,24085.2,2.07433,2.91678,0.0068,0.47168,0.24029,0.23534,0.11768,1.81558,2.52982,0.00755,0.000255421,0.000255421,0.000255421
56,24289.6,2.12246,2.78325,0.00604,0.5195,0.20862,0.24721,0.12043,1.82726,2.55961,0.00753,0.000254855,0.000254855,0.000254855
57,24496.8,2.06557,2.92422,0.00672,0.45904,0.20712,0.2037,0.10844,1.85038,2.5553,0.00769,0.000254288,0.000254288,0.000254288
58,24700.9,2.05316,2.73549,0.00663,0.51923,0.19694,0.21661,0.11328,1.87135,2.54068,0.00773,0.000253722,0.000253722,0.000253722
59,24909,2.09476,2.67672,0.00633,0.45837,0.22285,0.23566,0.12454,1.83002,2.4249,0.00755,0.000253156,0.000253156,0.000253156
60,25116.2,2.12901,2.5966,0.00568,0.52558,0.19474,0.29178,0.14914,1.83569,2.45222,0.00792,0.000252589,0.000252589,0.000252589
61,25322.7,2.09212,2.61239,0.00613,0.56544,0.21336,0.31069,0.14785,1.86735,2.51375,0.0079,0.000252023,0.000252023,0.000252023
62,25528.2,2.09724,2.58749,0.00602,0.51134,0.21347,0.31331,0.15648,1.81853,2.45621,0.00768,0.000251457,0.000251457,0.000251457
63,25735.6,2.18982,2.79607,0.00784,0.5152,0.22481,0.29048,0.15768,1.80769,2.45305,0.00745,0.000250891,0.000250891,0.000250891
64,25943.9,2.0953,2.71816,0.00629,0.56729,0.22421,0.28384,0.15787,1.82835,2.41405,0.0076,0.000250324,0.000250324,0.000250324
65,26155.7,2.13243,2.5995,0.00595,0.57201,0.23402,0.2889,0.15627,1.82979,2.38004,0.00753,0.000249758,0.000249758,0.000249758
66,26356,2.05687,2.63279,0.00628,0.54493,0.25761,0.27795,0.14029,1.82223,2.43343,0.00765,0.000249192,0.000249192,0.000249192
67,26511.4,2.04467,2.62439,0.00622,0.54215,0.25065,0.28574,0.15179,1.81202,2.36058,0.00742,0.000248626,0.000248626,0.000248626
68,26671.7,2.18233,2.59552,0.00636,0.59141,0.23567,0.31433,0.14791,1.88542,2.42264,0.00809,0.000248059,0.000248059,0.000248059
69,26835,2.02442,2.65222,0.00602,0.56177,0.24503,0.33372,0.17825,1.83051,2.34359,0.00772,0.000247493,0.000247493,0.000247493
70,27008.2,2.11328,2.51806,0.00642,0.56157,0.25994,0.34307,0.18859,1.8174,2.32385,0.00756,0.000246927,0.000246927,0.000246927
71,27192.7,2.03027,2.54282,0.00565,0.57718,0.24829,0.30369,0.17299,1.83677,2.32456,0.00737,0.00024636,0.00024636,0.00024636
72,27372.3,2.11552,2.4802,0.00574,0.5811,0.26455,0.30009,0.17134,1.80957,2.30499,0.00732,0.000245794,0.000245794,0.000245794
73,27552.3,2.09393,2.50821,0.00639,0.60634,0.21754,0.29741,0.1653,1.83228,2.27164,0.0078,0.000245228,0.000245228,0.000245228
74,27737.1,2.0947,2.50973,0.0061,0.6518,0.21833,0.31117,0.16052,1.86955,2.27028,0.00815,0.000244662,0.000244662,0.000244662
75,27918.2,2.09041,2.47128,0.00651,0.63676,0.22818,0.30694,0.16563,1.85816,2.24411,0.00781,0.000244095,0.000244095,0.000244095
76,28097.3,2.0554,2.56568,0.00612,0.63631,0.23035,0.30544,0.16785,1.81124,2.22083,0.00754,0.000243529,0.000243529,0.000243529
77,28287,2.14748,2.43581,0.00626,0.62449,0.24144,0.30026,0.16405,1.81222,2.21559,0.0075,0.000242963,0.000242963,0.000242963
78,28455.7,2.08887,2.42,0.0063,0.57254,0.2256,0.29444,0.16676,1.82678,2.22785,0.00747,0.000242396,0.000242396,0.000242396
79,103822,2.13544,2.4666,0.00608,0.60084,0.21054,0.30423,0.16974,1.82603,2.21783,0.00756,0.00024183,0.00024183,0.00024183
80,104097,2.06734,2.45987,0.00626,0.55529,0.28753,0.31339,0.17459,1.81368,2.20315,0.0077,0.000241264,0.000241264,0.000241264
81,104314,2.1091,2.45119,0.00584,0.54158,0.29975,0.31583,0.17035,1.82961,2.19993,0.00765,0.000240698,0.000240698,0.000240698
82,104455,2.09249,2.42291,0.00602,0.52705,0.33325,0.31015,0.16786,1.81825,2.25334,0.00744,0.000240131,0.000240131,0.000240131
83,104598,2.01497,2.44189,0.00615,0.51973,0.34329,0.31798,0.17868,1.83666,2.19153,0.00758,0.000239565,0.000239565,0.000239565
84,104748,2.07177,2.42092,0.00624,0.52801,0.32589,0.32603,0.18767,1.80681,2.20399,0.00743,0.000238999,0.000238999,0.000238999
85,104909,2.16061,2.36853,0.00607,0.52901,0.33787,0.35266,0.19257,1.84926,2.17943,0.00752,0.000238432,0.000238432,0.000238432
86,105086,2.09222,2.40718,0.00633,0.53904,0.32353,0.35165,0.18057,1.89464,2.20204,0.00803,0.000237866,0.000237866,0.000237866
87,105263,2.1446,2.34768,0.00636,0.58144,0.28985,0.34826,0.19992,1.80852,2.16798,0.00743,0.0002373,0.0002373,0.0002373
88,105448,2.05273,2.41046,0.00609,0.64184,0.29574,0.36234,0.20662,1.7964,2.14836,0.00742,0.000236734,0.000236734,0.000236734
89,105631,2.11847,2.54396,0.00834,0.63945,0.28472,0.36132,0.20614,1.82788,2.11302,0.0076,0.000236167,0.000236167,0.000236167
90,105814,2.09121,2.32426,0.0058,0.57907,0.30069,0.34035,0.19315,1.82314,2.09786,0.00751,0.000235601,0.000235601,0.000235601
91,106002,2.06589,2.31609,0.00632,0.55551,0.32359,0.34122,0.18547,1.85666,2.12218,0.0076,0.000235035,0.000235035,0.000235035
92,106191,2.10334,2.31907,0.00595,0.67879,0.36712,0.39258,0.21801,1.88602,2.07766,0.00783,0.000234469,0.000234469,0.000234469
93,106368,2.06257,2.28888,0.00594,0.62479,0.31776,0.37543,0.21262,1.85376,2.09322,0.00755,0.000233902,0.000233902,0.000233902
94,106529,2.04614,2.4266,0.00659,0.62295,0.35177,0.36536,0.20739,1.86505,2.11361,0.00769,0.000233336,0.000233336,0.000233336
95,106688,2.03236,2.33921,0.00571,0.63981,0.33973,0.36375,0.2134,1.84289,2.08653,0.00742,0.00023277,0.00023277,0.00023277
96,106847,2.04133,2.36143,0.00648,0.68415,0.27092,0.37724,0.21686,1.86014,2.0666,0.00746,0.000232203,0.000232203,0.000232203
97,107007,2.05441,2.26891,0.00589,0.68882,0.25278,0.36861,0.21183,1.81295,2.1196,0.00752,0.000231637,0.000231637,0.000231637
98,107165,1.96079,2.3426,0.00624,0.67095,0.27316,0.38048,0.21534,1.81802,2.06005,0.00753,0.000231071,0.000231071,0.000231071
99,107333,2.07867,2.24037,0.00568,0.61709,0.37922,0.39201,0.2205,1.84347,2.02627,0.00762,0.000230505,0.000230505,0.000230505
100,107492,2.03787,2.26165,0.00639,0.65111,0.35732,0.37545,0.19884,1.89128,2.05722,0.00808,0.000229938,0.000229938,0.000229938
101,107653,2.05305,2.262,0.00631,0.63805,0.37064,0.37148,0.19643,1.8868,2.09345,0.00785,0.000229372,0.000229372,0.000229372
102,107819,2.00499,2.32463,0.00662,0.69103,0.29918,0.37444,0.2026,1.89237,2.03914,0.00783,0.000228806,0.000228806,0.000228806
103,107982,2.08498,2.2741,0.00598,0.70867,0.34178,0.3801,0.21049,1.84364,2.02286,0.00759,0.000228239,0.000228239,0.000228239
104,108137,2.02228,2.18804,0.00626,0.66859,0.35019,0.38572,0.2194,1.84216,1.99883,0.00756,0.000227673,0.000227673,0.000227673
105,108296,2.03536,2.1999,0.00619,0.73201,0.30106,0.40883,0.22701,1.84629,2.02857,0.00792,0.000227107,0.000227107,0.000227107
106,108467,2.02334,2.2016,0.00606,0.71089,0.33722,0.40659,0.22155,1.86847,2.0366,0.00811,0.000226541,0.000226541,0.000226541
107,108633,2.04536,2.17989,0.00583,0.66177,0.35776,0.38454,0.20756,1.89641,2.0502,0.00819,0.000225974,0.000225974,0.000225974
108,108800,2.082,2.1413,0.00554,0.68366,0.36882,0.39805,0.21387,1.86186,2.01174,0.0079,0.000225408,0.000225408,0.000225408
109,108966,2.03491,2.3578,0.00736,0.71517,0.35646,0.40364,0.22858,1.80329,2.0026,0.00748,0.000224842,0.000224842,0.000224842
110,109131,2.03279,2.20636,0.00637,0.71925,0.28414,0.39418,0.21185,1.83442,2.05284,0.00773,0.000224275,0.000224275,0.000224275
111,109293,2.00804,2.18866,0.00633,0.69755,0.30718,0.39384,0.22088,1.83773,2.05292,0.00765,0.000223709,0.000223709,0.000223709
112,109460,2.02291,2.16839,0.00617,0.71954,0.31324,0.38975,0.23287,1.81479,1.99821,0.00751,0.000223143,0.000223143,0.000223143
113,109630,2.05757,2.19974,0.00596,0.72733,0.33873,0.38717,0.21868,1.83416,1.96892,0.00765,0.000222577,0.000222577,0.000222577
114,109800,2.02332,2.13273,0.00617,0.68838,0.3175,0.3864,0.21722,1.84592,1.98331,0.00755,0.00022201,0.00022201,0.00022201
115,109968,2.09806,2.17154,0.00562,0.71408,0.36274,0.4016,0.21089,1.87406,1.9553,0.00783,0.000221444,0.000221444,0.000221444
116,110138,2.01498,2.11137,0.00637,0.73777,0.35965,0.44832,0.23992,1.85132,1.91504,0.0077,0.000220878,0.000220878,0.000220878
117,110308,2.04208,2.06489,0.00588,0.69728,0.34591,0.44098,0.23594,1.85526,1.8999,0.00775,0.000220312,0.000220312,0.000220312
118,110476,2.0456,2.15449,0.00613,0.74135,0.35775,0.44956,0.25257,1.80427,1.89632,0.00725,0.000219745,0.000219745,0.000219745
119,110647,2.07663,2.15262,0.00592,0.74248,0.33946,0.42152,0.23731,1.81881,1.86756,0.00727,0.000219179,0.000219179,0.000219179
120,110814,2.1124,2.19916,0.00675,0.65038,0.39763,0.42083,0.23767,1.81966,1.89323,0.00751,0.000218613,0.000218613,0.000218613
121,110985,2.0294,2.10334,0.00592,0.57333,0.44913,0.40952,0.22226,1.83978,1.93773,0.00749,0.000218046,0.000218046,0.000218046
122,111152,1.96272,2.04195,0.00624,0.5898,0.4197,0.41256,0.22014,1.87076,1.91984,0.00774,0.00021748,0.00021748,0.00021748
123,111318,2.03894,2.12198,0.00625,0.68447,0.3855,0.43543,0.23296,1.86634,1.8799,0.00756,0.000216914,0.000216914,0.000216914
124,111484,2.03637,2.07399,0.00548,0.64717,0.37474,0.42422,0.22428,1.84041,1.85394,0.00765,0.000216348,0.000216348,0.000216348
125,111651,1.99823,2.04606,0.00625,0.66205,0.38238,0.43453,0.22417,1.83833,1.87401,0.00772,0.000215781,0.000215781,0.000215781
126,111820,2.0427,2.18374,0.00582,0.6994,0.37548,0.45784,0.26935,1.76095,1.8332,0.007,0.000215215,0.000215215,0.000215215
127,111984,2.0453,2.07425,0.00584,0.74127,0.374,0.44446,0.2506,1.78195,1.86426,0.00712,0.000214649,0.000214649,0.000214649
128,112150,2.10246,2.1167,0.00579,0.68871,0.41517,0.4463,0.22118,1.86503,1.93969,0.00783,0.000214082,0.000214082,0.000214082
129,112318,2.05269,2.1022,0.00569,0.68681,0.40272,0.42755,0.23161,1.85846,1.87627,0.00739,0.000213516,0.000213516,0.000213516
130,112484,2.11129,2.12192,0.00545,0.72894,0.35552,0.42198,0.23418,1.81253,1.87662,0.00745,0.00021295,0.00021295,0.00021295
131,112648,2.04273,2.0804,0.00585,0.69379,0.38791,0.42737,0.23846,1.85119,1.87243,0.00761,0.000212384,0.000212384,0.000212384
132,112818,2.02517,2.09549,0.0062,0.69869,0.41305,0.47278,0.27949,1.80598,1.84762,0.0073,0.000211817,0.000211817,0.000211817
133,112991,2.04197,2.04983,0.00578,0.7294,0.37102,0.46309,0.26581,1.80839,1.85063,0.0074,0.000211251,0.000211251,0.000211251
134,151483,2.06839,2.0052,0.00579,0.7529,0.35582,0.46166,0.23866,1.84057,1.87282,0.00794,0.000210685,0.000210685,0.000210685
135,151646,2.01702,2.07677,0.00615,0.72138,0.35466,0.43822,0.22959,1.85296,1.87487,0.00803,0.000210118,0.000210118,0.000210118
136,151789,1.97243,2.05217,0.00613,0.70133,0.35698,0.4347,0.24087,1.83954,1.86534,0.00752,0.000209552,0.000209552,0.000209552
137,151945,2.06517,2.01748,0.00608,0.71321,0.38217,0.44109,0.24636,1.82081,1.88038,0.00751,0.000208986,0.000208986,0.000208986
138,152091,2.03621,1.95223,0.00542,0.69923,0.40231,0.47933,0.25607,1.83448,1.87529,0.00758,0.00020842,0.00020842,0.00020842
139,152231,2.07559,1.99494,0.00592,0.698,0.38679,0.46615,0.26095,1.79755,1.85283,0.00723,0.000207853,0.000207853,0.000207853
140,152370,2.0033,2.04111,0.00603,0.70912,0.37693,0.46419,0.26195,1.78771,1.82532,0.00731,0.000207287,0.000207287,0.000207287
141,152568,2.05143,2.11404,0.00678,0.70343,0.38203,0.46288,0.23897,1.83933,1.85915,0.00779,0.000206721,0.000206721,0.000206721
142,152762,1.9956,1.98963,0.00575,0.68027,0.38328,0.46407,0.25525,1.8354,1.81461,0.00759,0.000206155,0.000206155,0.000206155
143,152950,2.12496,2.06605,0.00579,0.64327,0.37979,0.44963,0.25483,1.81611,1.85071,0.00743,0.000205588,0.000205588,0.000205588
144,153164,2.09315,2.07602,0.00588,0.64581,0.38695,0.46318,0.25372,1.83586,1.80528,0.00769,0.000205022,0.000205022,0.000205022
145,153369,2.01379,1.93483,0.00635,0.68048,0.38329,0.45417,0.26232,1.81665,1.79058,0.00723,0.000204456,0.000204456,0.000204456
146,153541,2.00829,1.91784,0.0055,0.67528,0.38061,0.43987,0.25655,1.82908,1.80747,0.00721,0.000203889,0.000203889,0.000203889
147,153708,1.99951,2.09256,0.00658,0.65319,0.3897,0.4559,0.25824,1.83695,1.7966,0.00733,0.000203323,0.000203323,0.000203323
148,153870,2.03217,1.91713,0.00575,0.73857,0.37277,0.45621,0.25154,1.8389,1.80238,0.00746,0.000202757,0.000202757,0.000202757
149,154052,2.00852,1.95358,0.00597,0.7261,0.36743,0.44849,0.24507,1.87601,1.78647,0.00764,0.000202191,0.000202191,0.000202191
150,154225,2.09088,2.00286,0.00609,0.76298,0.33694,0.45394,0.26005,1.82872,1.77559,0.0074,0.000201624,0.000201624,0.000201624
151,154391,2.04214,2.08001,0.00601,0.69287,0.37923,0.4632,0.26812,1.80512,1.76365,0.00732,0.000201058,0.000201058,0.000201058
152,154556,2.03727,1.92125,0.00566,0.61397,0.43843,0.45294,0.25547,1.80451,1.7811,0.00728,0.000200492,0.000200492,0.000200492
