epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,2155.31,2.24842,3.60462,0.00703,0.56523,0.12054,0.14871,0.06863,1.54438,7.58417,0.00662,0.000275807,0.000275807,0.000275807
20,2268.97,2.18916,3.60495,0.00674,0.56191,0.10451,0.14324,0.0658,1.57089,7.49913,0.00675,0.000275241,0.000275241,0.000275241
21,2384.49,2.2297,3.52772,0.00687,0.49967,0.1651,0.14606,0.06897,1.53793,7.41403,0.00657,0.000274674,0.000274674,0.000274674
22,2504.49,2.19446,3.44297,0.00635,0.44463,0.17614,0.1515,0.07013,1.53233,7.39288,0.00658,0.000274108,0.000274108,0.000274108
23,2613.89,2.2465,3.43834,0.00686,0.48409,0.15248,0.17811,0.08059,1.5711,7.34221,0.00678,0.000273542,0.000273542,0.000273542
24,2732.35,2.21876,3.36586,0.00675,0.43139,0.18967,0.16526,0.08101,1.55959,7.30552,0.00669,0.000272976,0.000272976,0.000272976
25,2872,2.19364,3.31476,0.00646,0.47384,0.13339,0.15836,0.07949,1.583,7.26822,0.00674,0.000272409,0.000272409,0.000272409
26,22510.9,2.1791,3.36525,0.00635,0.57575,0.13063,0.16002,0.08131,1.55923,7.19475,0.00659,0.000271843,0.000271843,0.000271843
27,22688.7,2.21322,3.30524,0.00662,0.50512,0.13426,0.16804,0.07972,1.54686,7.00197,0.00668,0.000271277,0.000271277,0.000271277
28,22865.4,2.17295,3.25731,0.00643,0.46189,0.12017,0.1636,0.07732,1.52161,6.89351,0.00664,0.00027071,0.00027071,0.00027071
29,23044.6,2.18622,3.16199,0.0063,0.40944,0.17092,0.18166,0.08575,1.54226,6.77874,0.00669,0.000270144,0.000270144,0.000270144
30,23214.3,2.22055,3.12941,0.00617,0.46997,0.13328,0.18912,0.09432,1.5483,6.63816,0.00677,0.000269578,0.000269578,0.000269578
31,23377.6,2.11199,3.22858,0.00673,0.44987,0.15248,0.18422,0.08839,1.54198,6.59742,0.00672,0.000269012,0.000269012,0.000269012
32,23541.3,2.21366,3.10042,0.00645,0.44069,0.1508,0.18066,0.07994,1.54454,6.50423,0.0068,0.000268445,0.000268445,0.000268445
33,23702.5,2.1565,3.1418,0.00622,0.42438,0.1732,0.18538,0.08823,1.5395,6.44517,0.00668,0.000267879,0.000267879,0.000267879
34,23862.2,2.21929,3.15875,0.00626,0.41543,0.18516,0.18388,0.08729,1.57161,6.33256,0.00678,0.000267313,0.000267313,0.000267313
35,24019,2.15364,3.06963,0.0061,0.40052,0.18848,0.16891,0.07487,1.56417,6.36226,0.00674,0.000266746,0.000266746,0.000266746
36,24182.1,2.20471,3.15607,0.00661,0.41352,0.20418,0.18775,0.08816,1.53774,6.26234,0.00657,0.00026618,0.00026618,0.00026618
37,24348.1,2.17943,3.10649,0.00653,0.43153,0.19611,0.19879,0.09239,1.51878,6.35848,0.00653,0.000265614,0.000265614,0.000265614
38,24506.6,2.18181,3.00675,0.00629,0.38819,0.19858,0.19349,0.09805,1.49965,6.47459,0.00631,0.000265048,0.000265048,0.000265048
39,24663.9,2.17609,2.91882,0.00648,0.40432,0.18937,0.20066,0.09625,1.56397,6.33543,0.0068,0.000264481,0.000264481,0.000264481
40,24824.8,2.12468,3.00344,0.00668,0.42699,0.20383,0.20026,0.10276,1.52122,6.1351,0.00633,0.000263915,0.000263915,0.000263915
41,24987.9,2.15214,2.9832,0.00636,0.39978,0.20682,0.20216,0.09981,1.50625,6.03506,0.00633,0.000263349,0.000263349,0.000263349
42,25149.7,2.17671,3.00026,0.00621,0.3984,0.2347,0.24675,0.11998,1.46969,5.92732,0.00624,0.000262783,0.000262783,0.000262783
43,25313.2,2.11606,2.8818,0.00628,0.47529,0.22634,0.24102,0.1199,1.47234,5.95806,0.00615,0.000262216,0.000262216,0.000262216
44,25481.7,2.1977,2.88569,0.00612,0.51394,0.22751,0.24772,0.11654,1.49181,5.88556,0.00641,0.00026165,0.00026165,0.00026165
45,25648,2.14071,2.95693,0.00608,0.49379,0.20383,0.25352,0.12853,1.49339,5.78904,0.0064,0.000261084,0.000261084,0.000261084
46,25813.4,2.13221,2.91691,0.00647,0.47203,0.20296,0.26262,0.12819,1.4863,5.61043,0.00622,0.000260517,0.000260517,0.000260517
47,25985.1,2.18055,2.89724,0.00638,0.47821,0.2345,0.25296,0.13077,1.46725,5.58206,0.00632,0.000259951,0.000259951,0.000259951
48,26153.4,2.13941,2.91262,0.00653,0.45279,0.24089,0.25158,0.11703,1.46409,5.47053,0.00637,0.000259385,0.000259385,0.000259385
49,26320,2.13508,2.86277,0.00671,0.50532,0.22636,0.2504,0.12875,1.43955,5.32803,0.00619,0.000258819,0.000258819,0.000258819
50,26489.7,2.0808,2.8076,0.0067,0.4965,0.24393,0.24633,0.12663,1.45195,5.34945,0.00617,0.000258252,0.000258252,0.000258252
51,26655.3,2.09937,2.84574,0.0066,0.43181,0.29294,0.23145,0.11869,1.50406,5.27182,0.00646,0.000257686,0.000257686,0.000257686
52,26818.8,2.17492,2.8026,0.00592,0.43773,0.23971,0.22876,0.12042,1.49349,5.19583,0.00622,0.00025712,0.00025712,0.00025712
53,26985.7,2.14259,2.72874,0.00624,0.41628,0.23796,0.22588,0.11648,1.46135,5.21572,0.00634,0.000256553,0.000256553,0.000256553
54,27156.3,2.0642,2.75375,0.00631,0.41402,0.23501,0.23103,0.11709,1.47667,5.30172,0.00646,0.000255987,0.000255987,0.000255987
55,27339.6,2.12055,2.75988,0.00641,0.42125,0.25127,0.24071,0.12695,1.46024,5.33868,0.00611,0.000255421,0.000255421,0.000255421
56,27513.7,2.0972,2.80403,0.0066,0.39188,0.29606,0.23557,0.11729,1.48552,5.44383,0.00637,0.000254855,0.000254855,0.000254855
57,27683.8,2.11222,2.68061,0.00621,0.47805,0.25235,0.26769,0.13972,1.45451,5.14594,0.00625,0.000254288,0.000254288,0.000254288
58,27852.3,2.09344,2.78974,0.00596,0.51275,0.24952,0.2603,0.13703,1.50298,5.07569,0.00637,0.000253722,0.000253722,0.000253722
59,28015.9,2.08785,2.72674,0.00622,0.49908,0.25642,0.31443,0.15506,1.49264,5.02464,0.00639,0.000253156,0.000253156,0.000253156
60,28184.1,2.13588,2.73195,0.00613,0.51951,0.25829,0.30955,0.16785,1.46274,4.94144,0.00621,0.000252589,0.000252589,0.000252589
61,28355.6,2.12575,2.6544,0.00645,0.47907,0.27894,0.30571,0.16188,1.48648,4.89423,0.00631,0.000252023,0.000252023,0.000252023
62,28475.8,2.11468,2.66582,0.00664,0.4752,0.27573,0.32056,0.18439,1.42868,4.76764,0.00599,0.000251457,0.000251457,0.000251457
63,28593.1,2.08702,2.60042,0.00614,0.52133,0.22801,0.31615,0.17646,1.43025,4.80197,0.00598,0.000250891,0.000250891,0.000250891
64,28712.6,2.13314,2.57963,0.00636,0.47734,0.25779,0.31442,0.16029,1.49219,4.81031,0.00649,0.000250324,0.000250324,0.000250324
65,28858.8,2.04729,2.64301,0.00626,0.50506,0.26559,0.32088,0.1727,1.4544,4.84185,0.00611,0.000249758,0.000249758,0.000249758
66,29023.2,2.10013,2.55962,0.00585,0.5516,0.26519,0.34692,0.19129,1.48039,4.79791,0.00623,0.000249192,0.000249192,0.000249192
67,29202.5,2.14048,2.61657,0.00593,0.58777,0.26725,0.34798,0.1858,1.4702,4.78615,0.00634,0.000248626,0.000248626,0.000248626
68,29385.3,2.17708,2.55306,0.00588,0.505,0.3011,0.32594,0.17944,1.45376,4.77901,0.00608,0.000248059,0.000248059,0.000248059
69,29573.7,2.10879,2.49523,0.00577,0.43892,0.37755,0.33466,0.18398,1.44663,4.74691,0.00606,0.000247493,0.000247493,0.000247493
70,29800.5,2.09602,2.43457,0.00588,0.48149,0.328,0.34217,0.186,1.47775,4.62981,0.0062,0.000246927,0.000246927,0.000246927
71,30046.8,2.15581,2.57195,0.00647,0.50202,0.30185,0.36674,0.19641,1.49905,4.66288,0.00631,0.00024636,0.00024636,0.00024636
72,30255.1,2.07357,2.51261,0.0063,0.44537,0.31596,0.2897,0.16924,1.46423,4.53923,0.0061,0.000245794,0.000245794,0.000245794
73,30487.4,2.07247,2.45007,0.0062,0.44121,0.2831,0.29719,0.16615,1.4887,4.4649,0.0063,0.000245228,0.000245228,0.000245228
74,30685.8,2.09155,2.48481,0.00625,0.50411,0.2755,0.29511,0.16848,1.47401,4.37054,0.00624,0.000244662,0.000244662,0.000244662
75,30881.3,2.08193,2.54194,0.00601,0.50965,0.27185,0.29252,0.16831,1.47817,4.3949,0.00619,0.000244095,0.000244095,0.000244095
76,31113.3,2.09386,2.45043,0.00598,0.49204,0.26414,0.29292,0.16651,1.47188,4.37894,0.00619,0.000243529,0.000243529,0.000243529
77,31316.4,2.07091,2.46846,0.00618,0.48404,0.3474,0.31921,0.18152,1.45691,4.45493,0.00614,0.000242963,0.000242963,0.000242963
78,31517.7,2.14817,2.47805,0.00565,0.59349,0.28571,0.34577,0.19055,1.46805,4.47779,0.00621,0.000242396,0.000242396,0.000242396
79,31723,2.10573,2.45719,0.00598,0.60359,0.29087,0.35207,0.18814,1.47391,4.44901,0.00619,0.00024183,0.00024183,0.00024183
80,31937.3,2.0834,2.37359,0.00579,0.54855,0.30978,0.35379,0.18122,1.46637,4.28334,0.00634,0.000241264,0.000241264,0.000241264
81,32133.8,2.08281,2.47887,0.00591,0.5658,0.32429,0.35858,0.18499,1.4932,4.21309,0.00632,0.000240698,0.000240698,0.000240698
82,32340.6,2.09236,2.45259,0.00669,0.5933,0.25165,0.35745,0.19353,1.49165,4.11582,0.00607,0.000240131,0.000240131,0.000240131
83,32538,2.0803,2.43292,0.00654,0.58766,0.25865,0.33532,0.19337,1.42941,4.01584,0.00579,0.000239565,0.000239565,0.000239565
84,32723.4,2.08198,2.39713,0.00604,0.5645,0.34555,0.34031,0.19017,1.44979,3.99911,0.00587,0.000238999,0.000238999,0.000238999
85,32913.8,2.09259,2.35758,0.00603,0.54397,0.34628,0.35339,0.19375,1.45992,3.97673,0.00591,0.000238432,0.000238432,0.000238432
86,330146,2.0544,2.32801,0.00577,0.55147,0.36553,0.36806,0.19534,1.44756,4.02861,0.00589,0.000237866,0.000237866,0.000237866
87,330286,2.09464,2.38228,0.00585,0.55822,0.34102,0.37201,0.18686,1.48618,3.96156,0.00625,0.0002373,0.0002373,0.0002373
88,330497,2.06577,2.27217,0.0057,0.59957,0.33339,0.38525,0.1867,1.48117,3.95619,0.00622,0.000236734,0.000236734,0.000236734
89,330675,2.08014,2.34644,0.00608,0.60312,0.35946,0.41888,0.19826,1.46434,3.89157,0.00626,0.000236167,0.000236167,0.000236167
90,330838,2.1149,2.36579,0.00597,0.62156,0.34432,0.41631,0.19869,1.48409,3.8097,0.00628,0.000235601,0.000235601,0.000235601
91,331003,2.08058,2.31438,0.00559,0.64423,0.32468,0.41294,0.20347,1.45903,3.77591,0.00609,0.000235035,0.000235035,0.000235035
92,331174,2.07154,2.38737,0.00636,0.6124,0.33242,0.41227,0.20694,1.44012,3.71832,0.00595,0.000234469,0.000234469,0.000234469
93,331340,2.08873,2.3335,0.00607,0.61877,0.33165,0.41531,0.19745,1.48908,3.73489,0.0063,0.000233902,0.000233902,0.000233902
94,331509,2.09931,2.26842,0.00613,0.68549,0.32336,0.41145,0.19627,1.47734,3.79132,0.00624,0.000233336,0.000233336,0.000233336
95,331675,2.05259,2.30581,0.0058,0.62696,0.34082,0.41168,0.202,1.46662,3.70245,0.00597,0.00023277,0.00023277,0.00023277
96,331838,2.02448,2.25834,0.00626,0.62351,0.34744,0.42654,0.22816,1.44459,3.5521,0.00592,0.000232203,0.000232203,0.000232203
97,332013,2.07344,2.40363,0.00665,0.62174,0.33824,0.41605,0.22097,1.44536,3.53057,0.00598,0.000231637,0.000231637,0.000231637
98,332176,2.04557,2.29029,0.00581,0.64774,0.34221,0.4021,0.21966,1.4659,3.45692,0.00608,0.000231071,0.000231071,0.000231071
99,332348,2.02228,2.38837,0.00664,0.63182,0.36325,0.40138,0.21796,1.48325,3.41409,0.006,0.000230505,0.000230505,0.000230505
100,332519,2.0701,2.31853,0.00641,0.6319,0.35895,0.41093,0.21573,1.46589,3.38421,0.00618,0.000229938,0.000229938,0.000229938
101,332695,2.07029,2.20076,0.00567,0.67245,0.34042,0.41712,0.2275,1.44511,3.39374,0.00609,0.000229372,0.000229372,0.000229372
102,332865,2.07496,2.22265,0.00614,0.66784,0.33599,0.4024,0.22256,1.46959,3.46443,0.00618,0.000228806,0.000228806,0.000228806
103,333028,2.08969,2.2496,0.00606,0.65003,0.34934,0.41851,0.23045,1.46016,3.42568,0.00621,0.000228239,0.000228239,0.000228239
104,333194,2.10866,2.20167,0.0054,0.64593,0.34407,0.40006,0.22656,1.43321,3.36025,0.00594,0.000227673,0.000227673,0.000227673
105,333370,2.11843,2.17271,0.00554,0.65428,0.34456,0.40087,0.23077,1.43976,3.35809,0.00585,0.000227107,0.000227107,0.000227107
106,333517,2.06721,2.15034,0.00543,0.63866,0.34457,0.40638,0.22479,1.45336,3.41778,0.00588,0.000226541,0.000226541,0.000226541
107,333681,2.04484,2.1231,0.00569,0.65096,0.34119,0.42853,0.23503,1.44479,3.3209,0.00594,0.000225974,0.000225974,0.000225974
108,333855,2.14069,2.30544,0.00629,0.71101,0.32199,0.4276,0.23839,1.4517,3.25214,0.00598,0.000225408,0.000225408,0.000225408
109,334027,2.08078,2.24048,0.00675,0.62477,0.38914,0.40998,0.22423,1.46837,3.23803,0.00598,0.000224842,0.000224842,0.000224842
110,334201,2.0562,2.21754,0.00629,0.64746,0.3649,0.4109,0.22793,1.46786,3.23331,0.00602,0.000224275,0.000224275,0.000224275
111,334366,2.07778,2.19825,0.00626,0.68366,0.3679,0.44606,0.25042,1.4657,3.23264,0.00601,0.000223709,0.000223709,0.000223709
112,334537,2.0944,2.15338,0.00575,0.67742,0.36887,0.45617,0.25734,1.4488,3.27257,0.00594,0.000223143,0.000223143,0.000223143
113,334718,2.02361,2.15105,0.00612,0.63978,0.35312,0.43602,0.24039,1.46379,3.24967,0.00593,0.000222577,0.000222577,0.000222577
114,334903,2.0848,2.14089,0.00579,0.67266,0.3637,0.4405,0.24494,1.45177,3.15322,0.00584,0.00022201,0.00022201,0.00022201
115,335110,2.1167,2.11696,0.00577,0.69281,0.35456,0.43902,0.24408,1.44563,3.09141,0.00609,0.000221444,0.000221444,0.000221444
116,335296,2.09193,2.15302,0.00619,0.69928,0.37692,0.44922,0.24166,1.44215,3.02669,0.00597,0.000220878,0.000220878,0.000220878
117,335490,2.05783,2.10056,0.00604,0.71997,0.36109,0.41861,0.23591,1.4807,3.00191,0.006,0.000220312,0.000220312,0.000220312
118,335668,2.07946,2.08615,0.00591,0.67554,0.36499,0.39951,0.22803,1.49639,3.06634,0.00616,0.000219745,0.000219745,0.000219745
119,335843,2.10091,2.10877,0.00611,0.69809,0.3442,0.40742,0.23177,1.46653,3.01614,0.00594,0.000219179,0.000219179,0.000219179
120,336010,2.05946,2.02585,0.00593,0.68909,0.34068,0.40025,0.2317,1.4731,3.04909,0.00589,0.000218613,0.000218613,0.000218613
121,336199,2.0251,2.1527,0.00633,0.71146,0.35864,0.4411,0.23953,1.49483,2.96167,0.00591,0.000218046,0.000218046,0.000218046
122,336354,2.06071,2.17963,0.00639,0.69338,0.35516,0.43992,0.24919,1.45848,2.93227,0.00571,0.00021748,0.00021748,0.00021748
123,336478,2.09472,2.07304,0.00614,0.72432,0.33717,0.44061,0.25749,1.4386,2.88048,0.00564,0.000216914,0.000216914,0.000216914
124,336609,2.01475,2.13119,0.00648,0.69834,0.37084,0.45776,0.25994,1.48117,2.90121,0.00589,0.000216348,0.000216348,0.000216348
125,336744,1.99881,2.11701,0.00676,0.71375,0.37782,0.46823,0.25815,1.49743,2.8411,0.00604,0.000215781,0.000215781,0.000215781
126,336875,2.01888,2.06947,0.00611,0.70481,0.37764,0.46691,0.25946,1.44155,2.86619,0.00569,0.000215215,0.000215215,0.000215215
127,336995,1.996,2.12775,0.00622,0.70269,0.36545,0.42885,0.23768,1.46514,2.86251,0.00576,0.000214649,0.000214649,0.000214649
128,337112,2.1034,2.16232,0.00616,0.62908,0.44726,0.42797,0.23518,1.48902,2.76056,0.00602,0.000214082,0.000214082,0.000214082
129,337229,1.99987,2.06862,0.0059,0.68398,0.4447,0.43342,0.24629,1.4603,2.74437,0.00587,0.000213516,0.000213516,0.000213516
130,337347,1.99952,2.08361,0.00621,0.70269,0.39659,0.45974,0.26223,1.45922,2.75825,0.0057,0.00021295,0.00021295,0.00021295
131,337467,2.06434,2.03432,0.00561,0.76494,0.3531,0.45548,0.26961,1.48108,2.71542,0.00588,0.000212384,0.000212384,0.000212384
132,337587,2.07219,2.05144,0.00586,0.71693,0.39647,0.45513,0.2554,1.4676,2.65919,0.00604,0.000211817,0.000211817,0.000211817
133,337704,2.097,1.99345,0.00583,0.66277,0.40899,0.45754,0.25956,1.48048,2.65732,0.0061,0.000211251,0.000211251,0.000211251
134,337820,2.04316,2.03592,0.00609,0.69447,0.39854,0.46149,0.26095,1.50673,2.65258,0.00616,0.000210685,0.000210685,0.000210685
135,337941,2.08749,2.05078,0.00603,0.67959,0.44357,0.45256,0.26647,1.48533,2.6116,0.00598,0.000210118,0.000210118,0.000210118
136,338059,2.09866,1.99044,0.00608,0.66368,0.4395,0.44343,0.26362,1.47837,2.5804,0.00591,0.000209552,0.000209552,0.000209552
137,338174,2.06402,2.01463,0.00574,0.72579,0.36851,0.44516,0.26041,1.48084,2.56576,0.00596,0.000208986,0.000208986,0.000208986
138,338288,2.09633,2.07891,0.00614,0.76416,0.34222,0.4469,0.26684,1.46792,2.56778,0.00589,0.00020842,0.00020842,0.00020842
139,338406,2.06382,1.97509,0.00609,0.73965,0.35051,0.44717,0.25624,1.47745,2.56629,0.00609,0.000207853,0.000207853,0.000207853
140,338521,2.05172,2.05576,0.00617,0.69536,0.38337,0.46422,0.26072,1.47996,2.52227,0.00605,0.000207287,0.000207287,0.000207287
141,338636,2.0581,2.03283,0.00585,0.74567,0.35786,0.45409,0.23797,1.50652,2.52922,0.00625,0.000206721,0.000206721,0.000206721
142,338749,2.04808,1.91991,0.0056,0.75105,0.34597,0.45379,0.25351,1.46683,2.49527,0.00594,0.000206155,0.000206155,0.000206155
143,338864,1.99887,2.02494,0.00599,0.68688,0.4186,0.45407,0.25771,1.47178,2.50314,0.00592,0.000205588,0.000205588,0.000205588
144,338978,2.0138,1.93637,0.0057,0.69726,0.41512,0.44367,0.24352,1.48299,2.44356,0.00614,0.000205022,0.000205022,0.000205022
145,339091,2.04525,2.02366,0.00598,0.74716,0.39626,0.44542,0.25197,1.49303,2.39603,0.00618,0.000204456,0.000204456,0.000204456
146,339206,2.0601,1.95061,0.00581,0.71029,0.42551,0.44413,0.25439,1.49416,2.39267,0.00613,0.000203889,0.000203889,0.000203889
147,339322,2.06309,1.94961,0.00599,0.69352,0.42639,0.43901,0.25638,1.48623,2.40159,0.00601,0.000203323,0.000203323,0.000203323
148,339437,2.02367,1.95805,0.00583,0.68969,0.42186,0.43425,0.24154,1.48065,2.384,0.00608,0.000202757,0.000202757,0.000202757
149,339552,2.05495,1.97337,0.00584,0.67761,0.40907,0.44037,0.25211,1.478,2.33434,0.0059,0.000202191,0.000202191,0.000202191
150,339666,2.04423,2.04047,0.00617,0.71169,0.40995,0.46412,0.25943,1.46153,2.34168,0.00594,0.000201624,0.000201624,0.000201624
151,339782,2.03702,1.95283,0.00616,0.72887,0.39232,0.45419,0.24765,1.46208,2.33555,0.00602,0.000201058,0.000201058,0.000201058
